Sample   ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
      743,0.841     ,0.99      ,0.436     ,0.0695    ,     10000
      744,0.540     ,-2.78     ,0.307     ,0.0478    ,     10000
      745,0.492     ,-0.40     ,0.423     ,0.0304    ,     10000
      746,0.587     ,1.39      ,0.307     ,0.0478    ,     10000
      747,0.730     ,-0.60     ,0.449     ,0.0260    ,     10000
      748,0.921     ,-0.60     ,0.307     ,0.0434    ,     10000
      749,0.810     ,-0.99     ,0.140     ,0.0380    ,     10000
      750,0.635     ,2.58      ,0.346     ,0.0619    ,     10000
      751,0.857     ,2.18      ,0.269     ,0.0456    ,     10000
      752,0.762     ,-1.98     ,0.371     ,0.0413    ,     10000
      753,0.794     ,-0.60     ,0.346     ,0.0391    ,     10000
      754,0.714     ,0.60      ,0.333     ,0.0532    ,     10000
      755,0.635     ,0.99      ,0.281     ,0.0424    ,     10000
      756,0.889     ,-1.19     ,0.063     ,0.0674    ,     10000
      757,0.762     ,-3.17     ,0.243     ,0.0380    ,     10000
      758,0.667     ,3.97      ,0.230     ,0.0739    ,     10000
      759,0.825     ,0.79      ,0.307     ,0.0532    ,     10000
      760,0.794     ,-2.18     ,0.243     ,0.0304    ,     10000
      761,0.683     ,-3.57     ,0.204     ,0.0293    ,     10000
      762,0.635     ,-0.60     ,0.050     ,0.0413    ,     10000
      763,0.825     ,0.00      ,0.436     ,0.0358    ,     10000
      764,0.508     ,-0.20     ,0.230     ,0.0598    ,     10000
      765,1.000     ,0.99      ,0.101     ,0.0326    ,     10000
      766,0.905     ,1.39      ,0.397     ,0.0445    ,     10000
      767,0.698     ,0.60      ,0.346     ,0.0500    ,     10000
      768,0.810     ,1.19      ,0.281     ,0.0521    ,     10000
      769,0.778     ,-2.18     ,0.423     ,0.0228    ,     10000
      770,0.651     ,-1.39     ,0.461     ,0.0217    ,     10000
      771,0.825     ,-0.79     ,0.333     ,0.0424    ,     10000
      772,0.794     ,0.00      ,0.346     ,0.0173    ,     10000
      773,0.841     ,1.39      ,0.243     ,0.0511    ,     10000
      774,0.651     ,1.59      ,0.397     ,0.0565    ,     10000
      775,1.063     ,3.57      ,0.474     ,0.0576    ,     10000
      776,0.794     ,2.18      ,0.307     ,0.0445    ,     10000
      777,0.794     ,-2.98     ,0.307     ,0.0304    ,     10000
      778,0.873     ,0.00      ,0.217     ,0.0250    ,     10000
      779,0.683     ,0.00      ,0.294     ,0.0347    ,     10000
      780,0.810     ,1.59      ,0.204     ,0.0369    ,     10000
      781,0.667     ,-0.79     ,0.281     ,0.0358    ,     10000
      782,1.032     ,-1.19     ,0.410     ,0.0598    ,     10000
      783,0.794     ,0.79      ,0.230     ,0.0489    ,     10000
      784,0.778     ,2.78      ,0.346     ,0.0565    ,     10000
      785,0.603     ,0.79      ,0.307     ,0.0326    ,     10000
      786,0.587     ,-0.99     ,0.333     ,0.0402    ,     10000
      787,0.556     ,1.59      ,0.410     ,0.0413    ,     10000
      788,0.540     ,-2.18     ,0.243     ,0.0228    ,     10000
      789,0.794     ,-2.38     ,0.449     ,0.0532    ,     10000
      790,0.683     ,4.17      ,0.230     ,0.0565    ,     10000
      791,0.952     ,0.20      ,0.371     ,0.0663    ,     10000
      792,0.825     ,1.19      ,0.204     ,0.0380    ,     10000
      793,0.810     ,0.99      ,0.269     ,0.0456    ,     10000
      794,0.556     ,0.79      ,0.436     ,0.0304    ,     10000
      795,0.667     ,-0.40     ,0.256     ,0.0467    ,     10000
      796,0.714     ,0.00      ,0.153     ,0.0434    ,     10000
      797,0.889     ,2.98      ,0.204     ,0.0478    ,     10000
      798,0.968     ,2.98      ,0.179     ,0.0413    ,     10000
      799,0.857     ,4.17      ,0.153     ,0.0467    ,     10000
      800,0.746     ,3.57      ,0.269     ,0.0424    ,     10000
      801,0.952     ,-1.59     ,0.153     ,0.0369    ,     10000
      802,0.778     ,0.20      ,0.371     ,0.0456    ,     10000
      803,0.794     ,-0.79     ,0.281     ,0.0445    ,     10000
      804,0.508     ,1.59      ,0.294     ,0.0358    ,     10000
      805,0.698     ,-1.79     ,0.371     ,0.0271    ,     10000
      806,0.746     ,0.40      ,0.397     ,0.0413    ,     10000
      807,1.000     ,1.39      ,0.359     ,0.0467    ,     10000
      808,0.810     ,-0.60     ,0.307     ,0.0554    ,     10000
      809,0.571     ,1.79      ,0.371     ,0.0478    ,     10000
      810,0.524     ,-2.78     ,0.513     ,0.0456    ,     10000
      811,0.444     ,-2.38     ,0.243     ,0.0424    ,     10000
      812,0.714     ,-1.59     ,0.089     ,0.0489    ,     10000
      813,0.635     ,0.20      ,0.371     ,0.0380    ,     10000
      814,0.905     ,3.77      ,0.526     ,0.0456    ,     10000
      815,0.810     ,0.00      ,0.320     ,0.0619    ,     10000
      816,0.889     ,2.58      ,0.384     ,0.0576    ,     10000
      817,0.746     ,2.58      ,0.166     ,0.0511    ,     10000
      818,0.492     ,0.20      ,0.410     ,0.0445    ,     10000
      819,1.762     ,-0.60     ,0.153     ,0.0413    ,     10000
      820,2.317     ,1.59      ,0.307     ,0.0402    ,     10000
      821,2.333     ,1.79      ,0.153     ,0.0380    ,     10000
      822,2.873     ,-0.79     ,0.410     ,0.0554    ,     10000
      823,2.937     ,0.40      ,0.256     ,0.0500    ,     10000
      824,3.286     ,0.79      ,0.166     ,0.0608    ,     10000
      825,3.508     ,0.79      ,0.101     ,0.0565    ,     10000
      826,3.127     ,-1.98     ,0.230     ,0.0456    ,     10000
      827,3.651     ,-0.79     ,0.333     ,0.0424    ,     10000
      828,3.810     ,1.39      ,0.230     ,0.0434    ,     10000
      829,3.905     ,0.40      ,0.307     ,0.0369    ,     10000
      830,3.778     ,0.20      ,0.333     ,0.0641    ,     10000
      831,4.032     ,-1.19     ,0.114     ,0.0695    ,     10000
      832,4.032     ,0.79      ,0.359     ,0.0565    ,     10000
      833,3.810     ,2.18      ,0.179     ,0.0489    ,     10000
      834,3.937     ,1.79      ,0.269     ,0.0369    ,     10000
      835,4.032     ,-1.98     ,0.217     ,0.0521    ,     10000
      836,3.984     ,-0.60     ,0.333     ,0.0184    ,     10000
      837,4.032     ,-0.79     ,0.063     ,0.0391    ,     10000
      838,3.968     ,-1.19     ,0.333     ,0.0521    ,     10000
      839,4.032     ,-1.59     ,0.217     ,0.0532    ,     10000
      840,3.952     ,-1.39     ,0.294     ,0.0445    ,     10000
      841,4.032     ,5.56      ,0.410     ,0.0608    ,     10000
      842,4.032     ,0.99      ,0.423     ,0.0695    ,     10000
      843,3.810     ,-2.78     ,0.281     ,0.0478    ,     10000
      844,3.810     ,0.00      ,0.436     ,0.0304    ,     10000
      845,3.968     ,1.59      ,0.307     ,0.0489    ,     10000
      846,4.032     ,-0.40     ,0.461     ,0.0239    ,     10000
      847,4.032     ,-0.40     ,0.333     ,0.0445    ,     10000
      848,4.032     ,-0.60     ,0.153     ,0.0391    ,     10000
      849,4.032     ,3.17      ,0.346     ,0.0608    ,     10000
      850,4.032     ,2.58      ,0.281     ,0.0467    ,     10000
      851,4.032     ,-1.98     ,0.384     ,0.0434    ,     10000
      852,4.032     ,-0.60     ,0.346     ,0.0391    ,     10000
      853,4.032     ,0.40      ,0.346     ,0.0532    ,     10000
      854,3.968     ,0.99      ,0.281     ,0.0434    ,     10000
      855,4.032     ,-1.19     ,0.089     ,0.0685    ,     10000
      856,3.984     ,-2.98     ,0.243     ,0.0380    ,     10000
      857,3.937     ,3.97      ,0.243     ,0.0728    ,     10000
      858,4.032     ,0.60      ,0.320     ,0.0511    ,     10000
      859,4.032     ,-1.98     ,0.256     ,0.0304    ,     10000
      860,3.984     ,-3.37     ,0.204     ,0.0304    ,     10000
      861,3.984     ,-0.60     ,0.076     ,0.0413    ,     10000
      862,4.032     ,0.40      ,0.436     ,0.0369    ,     10000
      863,3.778     ,0.40      ,0.243     ,0.0619    ,     10000
      864,4.032     ,0.99      ,0.114     ,0.0347    ,     10000
      865,4.032     ,1.39      ,0.410     ,0.0456    ,     10000
      866,4.032     ,0.79      ,0.371     ,0.0489    ,     10000
      867,4.032     ,1.19      ,0.294     ,0.0445    ,     10000
      868,4.032     ,-2.58     ,0.410     ,0.0293    ,     10000
      869,-0.032    ,-1.39     ,0.449     ,0.0228    ,     10000
      870,4.032     ,-1.19     ,0.307     ,0.0108    ,     10000
      871,-0.032    ,-0.60     ,0.307     ,0.0108    ,     10000
      872,4.032     ,0.40      ,0.217     ,0.0108    ,     10000
      873,4.032     ,1.19      ,0.397     ,0.0108    ,     10000
      874,4.032     ,3.17      ,0.474     ,0.0706    ,     10000
      875,4.032     ,1.79      ,0.294     ,0.1348    ,     10000
      876,4.032     ,-3.17     ,0.269     ,0.0500    ,     10000
      877,4.032     ,-0.60     ,0.217     ,0.0108    ,     10000
      878,-0.032    ,-0.20     ,0.294     ,0.0108    ,     10000
      879,-0.032    ,0.99      ,0.204     ,0.0108    ,     10000
      880,-0.032    ,-0.79     ,0.256     ,0.0413    ,     10000
      881,-0.032    ,-0.99     ,0.384     ,0.0685    ,     10000
      882,4.032     ,0.60      ,0.204     ,0.0761    ,     10000
      883,4.032     ,2.78      ,0.333     ,0.0271    ,     10000
      884,-0.032    ,0.40      ,0.281     ,0.0108    ,     10000
      885,-0.032    ,-0.79     ,0.320     ,0.0793    ,     10000
      886,-0.032    ,0.99      ,0.397     ,0.1043    ,     10000
      887,1.571     ,-2.38     ,0.230     ,0.0652    ,     10000
      888,4.032     ,-2.78     ,0.410     ,0.0511    ,     10000
      889,-0.032    ,3.57      ,0.217     ,0.0347    ,     10000
      890,3.651     ,0.20      ,0.359     ,0.0728    ,     10000
      891,4.032     ,1.19      ,0.179     ,0.1054    ,     10000
      892,4.032     ,0.79      ,0.243     ,0.0869    ,     10000
      893,4.032     ,0.60      ,0.423     ,0.0228    ,     10000
      894,-0.032    ,-0.79     ,0.256     ,0.0184    ,     10000
      895,4.032     ,-0.20     ,0.114     ,0.0271    ,     10000
      896,2.190     ,2.98      ,0.191     ,0.0587    ,     10000
      897,4.032     ,2.58      ,0.140     ,0.0619    ,     10000
      898,-0.032    ,3.97      ,0.114     ,0.0130    ,     10000
      899,2.476     ,3.17      ,0.243     ,0.0108    ,     10000
      900,4.032     ,-1.59     ,0.114     ,0.0108    ,     10000
      901,4.032     ,-0.20     ,0.359     ,0.0489    ,     10000
      902,4.032     ,-0.79     ,0.281     ,0.0543    ,     10000
      903,-0.032    ,1.19      ,0.256     ,0.0293    ,     10000
      904,-0.032    ,-1.98     ,0.359     ,0.0108    ,     10000
      905,-0.032    ,0.20      ,0.384     ,0.0391    ,     10000
      906,4.032     ,0.99      ,0.333     ,0.0772    ,     10000
      907,3.444     ,-0.79     ,0.269     ,0.0924    ,     10000
      908,4.032     ,0.99      ,0.371     ,0.0641    ,     10000
      909,4.032     ,-2.98     ,0.513     ,0.0467    ,     10000
      910,1.556     ,-2.38     ,0.217     ,0.0347    ,     10000
      911,1.937     ,-1.98     ,0.063     ,0.0293    ,     10000
      912,-0.032    ,-0.20     ,0.346     ,0.0260    ,     10000
      913,0.571     ,3.37      ,0.500     ,0.0184    ,     10000
      914,1.079     ,-0.40     ,0.281     ,0.0347    ,     10000
      915,4.032     ,2.38      ,0.371     ,0.0369    ,     10000
      916,4.032     ,2.38      ,0.140     ,0.0391    ,     10000
      917,4.032     ,0.00      ,0.397     ,0.0250    ,     10000
      918,4.032     ,-0.60     ,0.153     ,0.0282    ,     10000
      919,1.127     ,1.19      ,0.294     ,0.0391    ,     10000
      920,-0.032    ,1.59      ,0.127     ,0.0521    ,     10000
      921,-0.032    ,-0.99     ,0.410     ,0.0695    ,     10000
      922,1.619     ,0.00      ,0.217     ,0.0587    ,     10000
      923,3.746     ,0.60      ,0.166     ,0.0641    ,     10000
      924,4.032     ,0.40      ,0.076     ,0.0598    ,     10000
      925,4.032     ,-2.38     ,0.191     ,0.0478    ,     10000
      926,3.937     ,-0.99     ,0.307     ,0.0489    ,     10000
      927,4.032     ,0.79      ,0.217     ,0.0521    ,     10000
      928,0.857     ,0.20      ,0.281     ,0.0445    ,     10000
      929,0.984     ,0.00      ,0.346     ,0.0728    ,     10000
      930,2.143     ,-1.39     ,0.089     ,0.0815    ,     10000
      931,4.032     ,0.60      ,0.333     ,0.0728    ,     10000
      932,4.032     ,1.98      ,0.166     ,0.0652    ,     10000
      933,4.032     ,1.79      ,0.256     ,0.0489    ,     10000
      934,4.032     ,-2.38     ,0.179     ,0.0587    ,     10000
      935,2.206     ,-0.99     ,0.307     ,0.0304    ,     10000
      936,-0.032    ,-1.39     ,0.037     ,0.0511    ,     10000
      937,-0.032    ,-1.39     ,0.333     ,0.0543    ,     10000
      938,-0.032    ,-2.18     ,0.191     ,0.0467    ,     10000
      939,1.873     ,-1.59     ,0.256     ,0.0315    ,     10000
      940,3.016     ,4.96      ,0.384     ,0.0489    ,     10000
      941,4.032     ,0.79      ,0.410     ,0.0652    ,     10000
      942,3.921     ,-3.17     ,0.281     ,0.0489    ,     10000
      943,4.032     ,-0.40     ,0.436     ,0.0260    ,     10000
      944,4.032     ,1.19      ,0.281     ,0.0434    ,     10000
      945,3.667     ,-0.40     ,0.436     ,0.0260    ,     10000
      946,2.016     ,-0.79     ,0.307     ,0.0576    ,     10000
      947,2.317     ,-0.79     ,0.114     ,0.0598    ,     10000
      948,4.032     ,2.58      ,0.333     ,0.0782    ,     10000
      949,4.032     ,2.38      ,0.256     ,0.0521    ,     10000
      950,4.032     ,-1.98     ,0.371     ,0.0434    ,     10000
      951,2.825     ,-0.79     ,0.333     ,0.0424    ,     10000
      952,2.317     ,0.20      ,0.333     ,0.0543    ,     10000
      953,2.079     ,0.79      ,0.269     ,0.0347    ,     10000
      954,3.270     ,-1.19     ,0.076     ,0.0532    ,     10000
      955,4.032     ,-3.17     ,0.217     ,0.0206    ,     10000
      956,4.032     ,3.97      ,0.217     ,0.0630    ,     10000
      957,4.032     ,0.79      ,0.294     ,0.0489    ,     10000
      958,4.032     ,-2.18     ,0.217     ,0.0260    ,     10000
      959,4.032     ,-3.57     ,0.204     ,0.0250    ,     10000
      960,4.032     ,-0.60     ,0.050     ,0.0369    ,     10000
      961,4.032     ,0.20      ,0.436     ,0.0380    ,     10000
      962,3.667     ,0.00      ,0.217     ,0.0674    ,     10000
      963,4.032     ,0.79      ,0.101     ,0.0347    ,     10000
      964,3.714     ,1.39      ,0.397     ,0.0424    ,     10000
      965,3.794     ,0.60      ,0.359     ,0.0456    ,     10000
      966,3.429     ,0.99      ,0.281     ,0.0478    ,     10000
      967,2.841     ,-2.58     ,0.436     ,0.0173    ,     10000
      968,1.810     ,-1.39     ,0.436     ,0.0163    ,     10000
      969,2.762     ,-1.19     ,0.307     ,0.0347    ,     10000
      970,2.905     ,-0.99     ,0.333     ,0.0108    ,     10000
      971,4.032     ,0.79      ,0.256     ,0.0434    ,     10000
      972,4.032     ,1.39      ,0.371     ,0.0467    ,     10000
      973,4.032     ,3.17      ,0.474     ,0.0478    ,     10000
      974,4.032     ,1.79      ,0.294     ,0.0358    ,     10000
      975,4.032     ,-3.17     ,0.320     ,0.0228    ,     10000
      976,4.032     ,0.00      ,0.230     ,0.0173    ,     10000
      977,3.921     ,-0.20     ,0.294     ,0.0239    ,     10000
      978,3.556     ,1.39      ,0.217     ,0.0260    ,     10000
      979,2.016     ,-1.19     ,0.256     ,0.0282    ,     10000
      980,3.286     ,-1.19     ,0.410     ,0.0521    ,     10000
      981,2.778     ,0.60      ,0.217     ,0.0456    ,     10000
      982,3.746     ,2.78      ,0.333     ,0.0554    ,     10000
      983,3.222     ,0.60      ,0.281     ,0.0326    ,     10000
      984,3.571     ,-0.99     ,0.320     ,0.0402    ,     10000
      985,3.286     ,0.99      ,0.397     ,0.0456    ,     10000
      986,3.476     ,-2.18     ,0.243     ,0.0304    ,     10000
      987,3.540     ,-2.78     ,0.436     ,0.0565    ,     10000
      988,4.032     ,3.97      ,0.217     ,0.0576    ,     10000
      989,4.032     ,0.40      ,0.371     ,0.0706    ,     10000
      990,4.032     ,0.99      ,0.204     ,0.0413    ,     10000
      991,3.857     ,0.99      ,0.256     ,0.0532    ,     10000
      992,3.048     ,0.79      ,0.436     ,0.0369    ,     10000
      993,2.524     ,-0.79     ,0.256     ,0.0500    ,     10000
      994,1.873     ,0.00      ,0.127     ,0.0456    ,     10000
      995,2.524     ,2.78      ,0.204     ,0.0511    ,     10000
      996,2.730     ,2.78      ,0.166     ,0.0511    ,     10000
      997,2.921     ,3.97      ,0.140     ,0.0543    ,     10000
      998,3.492     ,3.17      ,0.256     ,0.0478    ,     10000
      999,3.238     ,-1.79     ,0.140     ,0.0380    ,     10000
     1000,3.873     ,-0.20     ,0.384     ,0.0467    ,     10000
     1001,2.365     ,-0.79     ,0.294     ,0.0489    ,     10000
     1002,3.190     ,0.99      ,0.294     ,0.0424    ,     10000
     1003,3.111     ,-1.79     ,0.359     ,0.0326    ,     10000
     1004,4.032     ,0.00      ,0.397     ,0.0434    ,     10000
     1005,4.032     ,1.19      ,0.346     ,0.0478    ,     10000
     1006,4.032     ,-0.79     ,0.307     ,0.0554    ,     10000
     1007,3.429     ,1.59      ,0.371     ,0.0532    ,     10000
     1008,3.460     ,-2.98     ,0.526     ,0.0456    ,     10000
     1009,4.032     ,-2.18     ,0.217     ,0.0445    ,     10000
     1010,3.365     ,-1.79     ,0.076     ,0.0478    ,     10000
     1011,3.698     ,0.00      ,0.359     ,0.0369    ,     10000
     1012,3.016     ,3.37      ,0.539     ,0.0445    ,     10000
     1013,4.032     ,-0.40     ,0.320     ,0.0619    ,     10000
     1014,4.032     ,2.58      ,0.371     ,0.0543    ,     10000
     1015,4.032     ,2.38      ,0.153     ,0.0543    ,     10000
     1016,4.032     ,-1.98     ,0.410     ,0.0445    ,     10000
     1017,4.032     ,-3.57     ,0.153     ,0.0413    ,     10000
     1018,-0.032    ,-2.98     ,0.281     ,0.0369    ,     10000
     1019,-0.032    ,-3.17     ,0.127     ,0.0380    ,     10000
     1020,-0.032    ,-5.36     ,0.423     ,0.0608    ,     10000
     1021,4.032     ,-4.56     ,0.230     ,0.0445    ,     10000
     1022,4.032     ,-4.37     ,0.179     ,0.0434    ,     10000
     1023,4.032     ,-4.37     ,0.089     ,0.0413    ,     10000
     1024,4.032     ,-7.14     ,0.230     ,0.0413    ,     10000
     1025,2.127     ,-6.15     ,0.333     ,0.0532    ,     10000
     1026,1.857     ,-3.77     ,0.217     ,0.0565    ,     10000
     1027,-0.032    ,-4.76     ,0.294     ,0.0369    ,     10000
     1028,2.413     ,-3.77     ,0.320     ,0.0576    ,     10000
     1029,-0.032    ,-5.16     ,0.101     ,0.0717    ,     10000
     1030,4.032     ,-2.78     ,0.359     ,0.0652    ,     10000
     1031,2.905     ,-1.39     ,0.179     ,0.0587    ,     10000
     1032,4.032     ,-1.39     ,0.256     ,0.0326    ,     10000
     1033,2.508     ,-4.76     ,0.230     ,0.0521    ,     10000
     1034,0.873     ,-3.97     ,0.359     ,0.0369    ,     10000
     1035,-0.032    ,-4.17     ,0.050     ,0.0358    ,     10000
     1036,-0.032    ,-4.76     ,0.346     ,0.0511    ,     10000
     1037,-0.032    ,-3.37     ,0.217     ,0.0413    ,     10000
     1038,3.730     ,-2.98     ,0.281     ,0.0293    ,     10000
     1039,4.032     ,0.40      ,0.410     ,0.0772    ,     10000
     1040,4.032     ,-6.35     ,0.423     ,0.0695    ,     10000
     1041,4.032     ,-6.55     ,0.294     ,0.0630    ,     10000
     1042,-0.032    ,-4.96     ,0.436     ,0.0565    ,     10000
     1043,-0.032    ,-2.38     ,0.307     ,0.0489    ,     10000
     1044,-0.032    ,-3.37     ,0.461     ,0.0358    ,     10000
     1045,0.651     ,-5.56     ,0.333     ,0.0674    ,     10000
     1046,-0.032    ,-4.96     ,0.153     ,0.0652    ,     10000
     1047,4.032     ,-2.38     ,0.359     ,0.0837    ,     10000
     1048,0.651     ,-2.18     ,0.269     ,0.0793    ,     10000
     1049,3.651     ,-5.36     ,0.384     ,0.0685    ,     10000
     1050,-0.032    ,-5.16     ,0.359     ,0.0837    ,     10000
     1051,-0.032    ,-5.16     ,0.359     ,0.0641    ,     10000
     1052,-0.032    ,-3.17     ,0.294     ,0.1119    ,     10000
     1053,-0.032    ,-4.56     ,0.101     ,0.1467    ,     10000
     1054,-0.032    ,-6.75     ,0.230     ,0.0924    ,     10000
     1055,3.730     ,2.58      ,0.243     ,0.1489    ,     10000
     1056,-0.032    ,0.00      ,0.307     ,0.0945    ,     10000
     1057,3.556     ,-2.58     ,0.217     ,0.0739    ,     10000
     1058,-0.032    ,-3.97     ,0.217     ,0.1315    ,     10000
     1059,-0.032    ,-1.39     ,0.076     ,0.1065    ,     10000
     1060,-0.032    ,-0.40     ,0.436     ,0.1119    ,     10000
     1061,-0.032    ,-0.79     ,0.230     ,0.1685    ,     10000
     1062,-0.032    ,-0.20     ,0.140     ,0.1109    ,     10000
     1063,1.365     ,0.40      ,0.410     ,0.1250    ,     10000
     1064,-0.032    ,-0.79     ,0.371     ,0.1511    ,     10000
     1065,3.714     ,0.00      ,0.307     ,0.1359    ,     10000
     1066,-0.032    ,-3.57     ,0.410     ,0.0880    ,     10000
     1067,-0.032    ,-2.18     ,0.436     ,0.0869    ,     10000
     1068,-0.032    ,-1.59     ,0.307     ,0.1011    ,     10000
     1069,-0.032    ,-1.19     ,0.320     ,0.0565    ,     10000
     1070,-0.032    ,0.60      ,0.243     ,0.0772    ,     10000
     1071,-0.032    ,0.99      ,0.384     ,0.0587    ,     10000
     1072,4.032     ,2.58      ,0.449     ,0.0761    ,     10000
     1073,4.032     ,1.59      ,0.294     ,0.0576    ,     10000
     1074,4.032     ,-3.77     ,0.294     ,0.0239    ,     10000
     1075,0.952     ,-0.40     ,0.217     ,0.0228    ,     10000
     1076,-0.032    ,-0.40     ,0.294     ,0.0380    ,     10000
     1077,-0.032    ,0.79      ,0.191     ,0.0380    ,     10000
     1078,-0.032    ,-1.39     ,0.269     ,0.0434    ,     10000
     1079,1.127     ,-1.39     ,0.410     ,0.0478    ,     10000
     1080,4.032     ,0.20      ,0.217     ,0.0282    ,     10000
     1081,4.032     ,2.18      ,0.346     ,0.0434    ,     10000
     1082,4.032     ,0.20      ,0.294     ,0.0163    ,     10000
     1083,3.905     ,-1.19     ,0.320     ,0.0163    ,     10000
     1084,-0.032    ,0.99      ,0.384     ,0.0163    ,     10000
     1085,-0.032    ,-2.58     ,0.243     ,0.0108    ,     10000
     1086,-0.032    ,-2.98     ,0.410     ,0.0173    ,     10000
     1087,3.111     ,3.77      ,0.217     ,0.0326    ,     10000
     1088,4.032     ,0.20      ,0.359     ,0.0358    ,     10000
     1089,4.032     ,0.79      ,0.191     ,0.0108    ,     10000
     1090,4.032     ,0.60      ,0.256     ,0.0217    ,     10000
     1091,4.032     ,0.99      ,0.449     ,0.0119    ,     10000
     1092,0.873     ,-0.99     ,0.243     ,0.0391    ,     10000
     1093,-0.032    ,0.00      ,0.114     ,0.0380    ,     10000
     1094,-0.032    ,2.38      ,0.166     ,0.0347    ,     10000
     1095,1.429     ,2.58      ,0.140     ,0.0369    ,     10000
     1096,4.032     ,3.97      ,0.127     ,0.0511    ,     10000
     1097,4.032     ,3.17      ,0.256     ,0.0456    ,     10000
     1098,4.032     ,-1.79     ,0.127     ,0.0391    ,     10000
     1099,3.698     ,-0.20     ,0.371     ,0.0489    ,     10000
     1100,0.095     ,-0.60     ,0.294     ,0.0500    ,     10000
     1101,-0.032    ,0.79      ,0.269     ,0.0478    ,     10000
     1102,-0.032    ,-2.18     ,0.371     ,0.0424    ,     10000
     1103,-0.032    ,0.00      ,0.384     ,0.0543    ,     10000
     1104,3.889     ,0.99      ,0.346     ,0.0619    ,     10000
     1105,4.032     ,-0.99     ,0.307     ,0.0739    ,     10000
     1106,3.190     ,1.19      ,0.371     ,0.0793    ,     10000
     1107,1.635     ,-2.58     ,0.513     ,0.0826    ,     10000
     1108,-0.032    ,-2.38     ,0.217     ,0.0858    ,     10000
     1109,-0.032    ,-1.98     ,0.076     ,0.0989    ,     10000
     1110,-0.032    ,-0.20     ,0.371     ,0.0924    ,     10000
     1111,-0.032    ,3.57      ,0.513     ,0.0978    ,     10000
     1112,-0.032    ,-0.20     ,0.281     ,0.1196    ,     10000
     1113,1.317     ,2.58      ,0.397     ,0.1185    ,     10000
     1114,1.111     ,2.58      ,0.153     ,0.1109    ,     10000
     1115,0.048     ,0.20      ,0.397     ,0.1043    ,     10000
     1116,-0.032    ,-0.40     ,0.153     ,0.0956    ,     10000
     1117,-0.032    ,1.19      ,0.294     ,0.0913    ,     10000
     1118,-0.032    ,1.79      ,0.127     ,0.0869    ,     10000
     1119,-0.032    ,-0.60     ,0.397     ,0.1000    ,     10000
     1120,-0.032    ,0.00      ,0.217     ,0.0913    ,     10000
     1121,1.825     ,0.60      ,0.166     ,0.0935    ,     10000
     1122,2.571     ,0.79      ,0.114     ,0.0826    ,     10000
     1123,1.460     ,-1.98     ,0.217     ,0.0674    ,     10000
     1124,-0.032    ,-0.99     ,0.307     ,0.0663    ,     10000
     1125,-0.032    ,1.19      ,0.217     ,0.0619    ,     10000
     1126,-0.032    ,0.00      ,0.307     ,0.0511    ,     10000
     1127,-0.032    ,0.40      ,0.346     ,0.0717    ,     10000
     1128,-0.032    ,-1.19     ,0.101     ,0.0728    ,     10000
     1129,2.143     ,0.79      ,0.346     ,0.0587    ,     10000
     1130,3.492     ,1.98      ,0.166     ,0.0478    ,     10000
     1131,3.825     ,1.59      ,0.269     ,0.0347    ,     10000
     1132,3.587     ,-2.18     ,0.217     ,0.0532    ,     10000
     1133,1.714     ,-0.79     ,0.333     ,0.0184    ,     10000
     1134,-0.032    ,-1.19     ,0.050     ,0.0402    ,     10000
     1135,-0.032    ,-1.39     ,0.346     ,0.0532    ,     10000
     1136,1.095     ,-1.59     ,0.217     ,0.0511    ,     10000
     1137,4.032     ,-1.59     ,0.269     ,0.0750    ,     10000
     1138,4.032     ,5.16      ,0.423     ,0.2892    ,     10000
     1139,4.032     ,0.60      ,0.436     ,0.2892    ,     10000
     1140,4.032     ,-3.17     ,0.294     ,0.2892    ,     10000
     1141,3.524     ,0.00      ,0.436     ,0.1902    ,     10000
     1142,0.857     ,1.39      ,0.294     ,0.0869    ,     10000
     1143,0.619     ,-0.40     ,0.449     ,0.0108    ,     10000
     1144,1.825     ,-0.99     ,0.307     ,0.0217    ,     10000
     1145,4.032     ,-0.60     ,0.140     ,0.0228    ,     10000
     1146,4.032     ,2.58      ,0.346     ,0.0489    ,     10000
     1147,4.032     ,2.18      ,0.269     ,0.0402    ,     10000
     1148,4.032     ,-1.79     ,0.359     ,0.0315    ,     10000
     1149,4.032     ,-0.79     ,0.346     ,0.0250    ,     10000
     1150,3.270     ,0.40      ,0.359     ,0.0380    ,     10000
     1151,1.460     ,0.99      ,0.281     ,0.0250    ,     10000
     1152,2.206     ,-1.39     ,0.089     ,0.0500    ,     10000
     1153,4.032     ,-2.98     ,0.230     ,0.0195    ,     10000
     1154,4.032     ,4.17      ,0.243     ,0.0576    ,     10000
     1155,4.032     ,0.60      ,0.307     ,0.0347    ,     10000
     1156,4.032     ,-2.18     ,0.281     ,0.0130    ,     10000
     1157,4.032     ,-3.57     ,2.146     ,0.0152    ,     10000
     1158,3.238     ,-0.40     ,-0.580    ,0.0380    ,     10000
     1159,1.063     ,0.20      ,0.256     ,0.0260    ,     10000
     1160,1.286     ,0.20      ,0.166     ,0.0467    ,     10000
     1161,3.190     ,0.99      ,0.179     ,0.0228    ,     10000
     1162,4.032     ,1.39      ,0.976     ,0.0380    ,     10000
     1163,4.032     ,0.79      ,1.014     ,0.0445    ,     10000
     1164,4.032     ,1.19      ,-0.297    ,0.0456    ,     10000
