Sample   ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
     3082,3.921     ,-1.98     ,0.371     ,0.0282    ,     10000
     3083,3.810     ,0.00      ,0.397     ,0.0402    ,     10000
     3084,4.032     ,1.59      ,0.346     ,0.0478    ,     10000
     3085,4.032     ,-0.79     ,0.281     ,0.0565    ,     10000
     3086,3.794     ,1.39      ,0.359     ,0.0511    ,     10000
     3087,3.603     ,-2.98     ,0.513     ,0.0445    ,     10000
     3088,3.651     ,-2.38     ,0.204     ,0.0445    ,     10000
     3089,3.921     ,-1.79     ,0.050     ,0.0489    ,     10000
     3090,3.857     ,0.00      ,0.359     ,0.0402    ,     10000
     3091,4.032     ,3.57      ,0.513     ,0.0456    ,     10000
     3092,4.000     ,-0.40     ,0.307     ,0.0630    ,     10000
     3093,4.032     ,2.78      ,0.384     ,0.0576    ,     10000
     3094,4.000     ,2.58      ,0.127     ,0.0511    ,     10000
     3095,3.587     ,0.20      ,0.397     ,0.0445    ,     10000
     3096,4.032     ,-0.20     ,0.140     ,0.0434    ,     10000
     3097,4.032     ,0.99      ,0.294     ,0.0413    ,     10000
     3098,4.032     ,1.79      ,0.140     ,0.0369    ,     10000
     3099,4.032     ,-0.60     ,0.397     ,0.0565    ,     10000
     3100,4.032     ,0.20      ,0.217     ,0.0532    ,     10000
     3101,3.984     ,0.60      ,0.166     ,0.0608    ,     10000
     3102,4.032     ,0.40      ,0.089     ,0.0598    ,     10000
     3103,3.571     ,-2.38     ,0.191     ,0.0456    ,     10000
     3104,3.968     ,-0.99     ,0.307     ,0.0445    ,     10000
     3105,4.032     ,0.99      ,0.217     ,0.0467    ,     10000
     3106,3.968     ,0.40      ,0.281     ,0.0402    ,     10000
     3107,3.921     ,0.00      ,0.333     ,0.0641    ,     10000
     3108,4.032     ,-0.99     ,0.101     ,0.0685    ,     10000
     3109,4.032     ,0.79      ,0.359     ,0.0576    ,     10000
     3110,3.873     ,2.18      ,0.140     ,0.0489    ,     10000
     3111,3.905     ,1.59      ,0.256     ,0.0369    ,     10000
     3112,4.032     ,-2.18     ,0.204     ,0.0511    ,     10000
     3113,3.905     ,-0.60     ,0.333     ,0.0184    ,     10000
     3114,4.032     ,-0.79     ,0.037     ,0.0391    ,     10000
     3115,3.984     ,-1.19     ,0.333     ,0.0532    ,     10000
     3116,4.032     ,-1.98     ,0.204     ,0.0543    ,     10000
     3117,4.032     ,-1.59     ,0.256     ,0.0445    ,     10000
     3118,4.032     ,5.36      ,0.384     ,0.0619    ,     10000
     3119,4.032     ,0.60      ,0.436     ,0.0695    ,     10000
     3120,3.873     ,-2.98     ,0.281     ,0.0467    ,     10000
     3121,3.825     ,-0.20     ,0.423     ,0.0293    ,     10000
     3122,3.952     ,1.39      ,0.294     ,0.0489    ,     10000
     3123,4.032     ,-0.20     ,0.449     ,0.0250    ,     10000
     3124,4.032     ,-0.79     ,0.307     ,0.0445    ,     10000
     3125,4.032     ,-0.40     ,0.140     ,0.0380    ,     10000
     3126,4.032     ,2.78      ,0.333     ,0.0619    ,     10000
     3127,4.032     ,2.18      ,0.269     ,0.0467    ,     10000
     3128,4.032     ,-1.79     ,0.359     ,0.0413    ,     10000
     3129,4.032     ,-0.79     ,0.333     ,0.0402    ,     10000
     3130,4.032     ,0.20      ,0.346     ,0.0554    ,     10000
     3131,4.032     ,0.99      ,0.294     ,0.0413    ,     10000
     3132,4.032     ,-0.99     ,0.076     ,0.0695    ,     10000
     3133,4.032     ,-3.17     ,0.217     ,0.0380    ,     10000
     3134,4.032     ,3.97      ,0.217     ,0.0728    ,     10000
     3135,4.032     ,0.99      ,0.294     ,0.0532    ,     10000
     3136,4.032     ,-2.38     ,0.230     ,0.0315    ,     10000
     3137,4.032     ,-3.17     ,0.179     ,0.0293    ,     10000
     3138,4.032     ,-0.60     ,0.050     ,0.0391    ,     10000
     3139,4.032     ,0.40      ,0.436     ,0.0358    ,     10000
     3140,3.873     ,0.20      ,0.217     ,0.0587    ,     10000
     3141,4.032     ,0.79      ,0.101     ,0.0337    ,     10000
     3142,4.032     ,1.39      ,0.397     ,0.0456    ,     10000
     3143,4.032     ,0.60      ,0.359     ,0.0489    ,     10000
     3144,4.032     ,1.19      ,0.281     ,0.0511    ,     10000
     3145,4.032     ,-2.58     ,0.436     ,0.0206    ,     10000
     3146,4.032     ,-1.39     ,0.436     ,0.0195    ,     10000
     3147,4.032     ,-1.19     ,0.307     ,0.0402    ,     10000
     3148,4.032     ,-0.79     ,0.346     ,0.0163    ,     10000
     3149,4.032     ,0.99      ,0.269     ,0.0489    ,     10000
     3150,4.032     ,1.59      ,0.397     ,0.0554    ,     10000
     3151,4.032     ,3.17      ,0.487     ,0.0587    ,     10000
     3152,4.032     ,1.79      ,0.307     ,0.0445    ,     10000
     3153,4.032     ,-3.17     ,0.307     ,0.0293    ,     10000
     3154,4.032     ,0.00      ,0.230     ,0.0239    ,     10000
     3155,4.032     ,0.20      ,0.307     ,0.0337    ,     10000
     3156,4.032     ,1.39      ,0.217     ,0.0347    ,     10000
     3157,4.032     ,-0.99     ,0.269     ,0.0347    ,     10000
     3158,4.032     ,-0.99     ,0.410     ,0.0576    ,     10000
     3159,4.032     ,0.60      ,0.230     ,0.0478    ,     10000
     3160,4.032     ,2.58      ,0.346     ,0.0543    ,     10000
     3161,3.968     ,0.60      ,0.307     ,0.0326    ,     10000
     3162,3.984     ,-0.79     ,0.333     ,0.0391    ,     10000
     3163,4.032     ,1.39      ,0.410     ,0.0402    ,     10000
     3164,4.032     ,-2.38     ,0.243     ,0.0217    ,     10000
     3165,4.032     ,-2.78     ,0.436     ,0.0511    ,     10000
     3166,4.032     ,4.17      ,0.230     ,0.0554    ,     10000
     3167,4.032     ,0.20      ,0.397     ,0.0652    ,     10000
     3168,4.032     ,0.99      ,0.204     ,0.0347    ,     10000
     3169,4.032     ,0.99      ,0.269     ,0.0434    ,     10000
     3170,4.000     ,0.79      ,0.461     ,0.0282    ,     10000
     3171,4.032     ,-0.99     ,0.256     ,0.0456    ,     10000
     3172,4.032     ,-0.40     ,0.114     ,0.0402    ,     10000
     3173,4.032     ,2.58      ,0.217     ,0.0456    ,     10000
     3174,4.032     ,2.58      ,0.153     ,0.0391    ,     10000
     3175,4.032     ,3.97      ,0.140     ,0.0445    ,     10000
     3176,4.032     ,3.17      ,0.269     ,0.0413    ,     10000
     3177,4.032     ,-1.98     ,0.166     ,0.0337    ,     10000
     3178,4.032     ,-0.20     ,0.384     ,0.0434    ,     10000
     3179,4.032     ,-1.19     ,0.281     ,0.0424    ,     10000
     3180,4.032     ,0.99      ,0.294     ,0.0315    ,     10000
     3181,4.032     ,-1.98     ,0.371     ,0.0260    ,     10000
     3182,4.032     ,0.20      ,0.397     ,0.0391    ,     10000
     3183,4.032     ,1.19      ,0.359     ,0.0434    ,     10000
     3184,4.032     ,-0.99     ,0.307     ,0.0521    ,     10000
     3185,4.032     ,1.19      ,0.371     ,0.0456    ,     10000
     3186,3.952     ,-2.58     ,0.539     ,0.0434    ,     10000
     3187,4.032     ,-2.38     ,0.256     ,0.0402    ,     10000
     3188,4.032     ,-1.79     ,0.063     ,0.0445    ,     10000
     3189,4.032     ,-0.20     ,0.371     ,0.0347    ,     10000
     3190,4.032     ,3.57      ,0.539     ,0.0445    ,     10000
     3191,4.032     ,-0.40     ,0.307     ,0.0587    ,     10000
     3192,4.032     ,2.78      ,0.384     ,0.0543    ,     10000
     3193,4.032     ,2.78      ,0.179     ,0.0456    ,     10000
     3194,3.873     ,0.20      ,0.384     ,0.0424    ,     10000
     3195,4.032     ,-0.79     ,0.153     ,0.0391    ,     10000
     3196,4.032     ,1.19      ,0.320     ,0.0369    ,     10000
     3197,4.032     ,1.79      ,0.153     ,0.0347    ,     10000
     3198,4.032     ,-0.79     ,0.410     ,0.0554    ,     10000
     3199,4.032     ,0.20      ,0.230     ,0.0489    ,     10000
     3200,4.032     ,0.20      ,0.179     ,0.0587    ,     10000
     3201,4.032     ,0.60      ,0.089     ,0.0554    ,     10000
     3202,3.841     ,-1.79     ,0.217     ,0.0424    ,     10000
     3203,4.032     ,-1.19     ,0.320     ,0.0424    ,     10000
     3204,4.032     ,0.79      ,0.230     ,0.0434    ,     10000
     3205,4.032     ,0.00      ,0.307     ,0.0358    ,     10000
     3206,4.032     ,0.00      ,0.346     ,0.0630    ,     10000
     3207,4.032     ,-0.99     ,0.101     ,0.0674    ,     10000
     3208,4.032     ,0.79      ,0.359     ,0.0532    ,     10000
     3209,4.032     ,1.98      ,0.204     ,0.0467    ,     10000
     3210,4.032     ,1.59      ,0.269     ,0.0347    ,     10000
     3211,4.032     ,-2.38     ,0.230     ,0.0500    ,     10000
     3212,4.032     ,-0.79     ,0.333     ,0.0163    ,     10000
     3213,4.032     ,-1.19     ,0.063     ,0.0369    ,     10000
     3214,4.032     ,-1.39     ,0.346     ,0.0489    ,     10000
     3215,4.032     ,-1.79     ,0.217     ,0.0521    ,     10000
     3216,4.032     ,-1.19     ,0.281     ,0.0424    ,     10000
     3217,4.032     ,4.96      ,0.410     ,0.0598    ,     10000
     3218,4.032     ,0.60      ,0.436     ,0.0674    ,     10000
     3219,4.000     ,-3.37     ,0.294     ,0.0445    ,     10000
     3220,4.000     ,-0.20     ,0.436     ,0.0293    ,     10000
     3221,4.032     ,0.99      ,0.294     ,0.0467    ,     10000
     3222,4.032     ,-0.40     ,0.461     ,0.0228    ,     10000
     3223,4.032     ,-0.99     ,0.320     ,0.0413    ,     10000
     3224,4.032     ,-0.79     ,0.153     ,0.0369    ,     10000
     3225,4.032     ,2.58      ,0.333     ,0.0587    ,     10000
     3226,4.032     ,2.18      ,0.281     ,0.0434    ,     10000
     3227,4.032     ,-1.98     ,0.384     ,0.0402    ,     10000
     3228,4.032     ,-0.79     ,0.359     ,0.0369    ,     10000
     3229,4.032     ,0.40      ,0.333     ,0.0521    ,     10000
     3230,4.032     ,0.99      ,0.294     ,0.0402    ,     10000
     3231,4.032     ,-1.39     ,0.101     ,0.0663    ,     10000
     3232,4.032     ,-3.17     ,0.269     ,0.0369    ,     10000
     3233,4.032     ,4.17      ,0.230     ,0.0728    ,     10000
     3234,4.032     ,0.60      ,0.294     ,0.0500    ,     10000
     3235,4.032     ,-2.58     ,0.256     ,0.0293    ,     10000
     3236,4.032     ,-3.57     ,0.230     ,0.0271    ,     10000
     3237,4.032     ,-0.60     ,0.076     ,0.0402    ,     10000
     3238,4.032     ,0.20      ,0.436     ,0.0347    ,     10000
     3239,3.937     ,0.20      ,0.243     ,0.0587    ,     10000
     3240,4.032     ,0.79      ,0.140     ,0.0326    ,     10000
     3241,4.032     ,1.39      ,0.410     ,0.0434    ,     10000
     3242,4.032     ,0.79      ,0.384     ,0.0478    ,     10000
     3243,4.032     ,0.60      ,0.294     ,0.0478    ,     10000
     3244,4.032     ,-2.58     ,0.423     ,0.0206    ,     10000
     3245,4.032     ,-1.59     ,0.461     ,0.0173    ,     10000
     3246,4.032     ,-0.79     ,0.307     ,0.0402    ,     10000
     3247,4.032     ,-0.79     ,0.320     ,0.0152    ,     10000
     3248,4.032     ,0.99      ,0.243     ,0.0489    ,     10000
     3249,4.032     ,1.39      ,0.384     ,0.0532    ,     10000
     3250,4.032     ,3.17      ,0.461     ,0.0554    ,     10000
     3251,4.032     ,1.98      ,0.281     ,0.0413    ,     10000
     3252,4.032     ,-3.17     ,0.307     ,0.0282    ,     10000
     3253,4.032     ,0.00      ,0.204     ,0.0228    ,     10000
     3254,4.032     ,-0.40     ,0.281     ,0.0304    ,     10000
     3255,4.032     ,1.39      ,0.191     ,0.0326    ,     10000
     3256,4.032     ,-0.99     ,0.256     ,0.0337    ,     10000
     3257,4.032     ,-0.79     ,0.410     ,0.0587    ,     10000
     3258,4.032     ,0.40      ,0.204     ,0.0456    ,     10000
     3259,4.032     ,2.78      ,0.333     ,0.0543    ,     10000
     3260,3.952     ,0.40      ,0.307     ,0.0304    ,     10000
     3261,4.000     ,-0.99     ,0.320     ,0.0380    ,     10000
     3262,4.032     ,0.99      ,0.397     ,0.0391    ,     10000
     3263,4.032     ,-1.98     ,0.230     ,0.0228    ,     10000
     3264,4.032     ,-2.58     ,0.423     ,0.0511    ,     10000
     3265,4.032     ,3.97      ,0.217     ,0.0532    ,     10000
     3266,4.032     ,0.20      ,0.371     ,0.0663    ,     10000
     3267,4.032     ,0.99      ,0.179     ,0.0337    ,     10000
     3268,4.032     ,0.60      ,0.256     ,0.0434    ,     10000
     3269,3.921     ,0.79      ,0.449     ,0.0304    ,     10000
     3270,4.032     ,-0.60     ,0.243     ,0.0467    ,     10000
     3271,4.032     ,0.00      ,0.127     ,0.0402    ,     10000
     3272,4.032     ,2.78      ,0.179     ,0.0445    ,     10000
     3273,4.032     ,2.58      ,0.166     ,0.0402    ,     10000
     3274,4.032     ,3.97      ,0.140     ,0.0456    ,     10000
     3275,4.032     ,2.98      ,0.256     ,0.0413    ,     10000
     3276,4.032     ,-1.79     ,0.140     ,0.0347    ,     10000
     3277,4.032     ,0.00      ,0.397     ,0.0445    ,     10000
     3278,4.032     ,-0.99     ,0.281     ,0.0424    ,     10000
     3279,3.952     ,1.39      ,0.281     ,0.0347    ,     10000
     3280,4.032     ,-1.98     ,0.346     ,0.0260    ,     10000
     3281,4.032     ,0.20      ,0.371     ,0.0380    ,     10000
     3282,4.032     ,1.39      ,0.333     ,0.0445    ,     10000
     3283,4.032     ,-0.99     ,0.294     ,0.0532    ,     10000
     3284,4.000     ,1.39      ,0.359     ,0.0489    ,     10000
     3285,3.762     ,-2.78     ,0.513     ,0.0434    ,     10000
     3286,3.810     ,-2.38     ,0.217     ,0.0413    ,     10000
     3287,4.032     ,-1.79     ,0.050     ,0.0456    ,     10000
     3288,4.032     ,0.00      ,0.371     ,0.0369    ,     10000
     3289,4.032     ,3.37      ,0.513     ,0.0434    ,     10000
     3290,4.032     ,-0.60     ,0.307     ,0.0587    ,     10000
     3291,4.032     ,2.58      ,0.371     ,0.0565    ,     10000
     3292,4.032     ,2.58      ,0.153     ,0.0500    ,     10000
     3293,3.730     ,0.20      ,0.397     ,0.0424    ,     10000
     3294,4.032     ,-0.60     ,0.166     ,0.0402    ,     10000
     3295,4.032     ,1.19      ,0.281     ,0.0402    ,     10000
     3296,4.032     ,1.98      ,0.127     ,0.0358    ,     10000
     3297,4.032     ,-0.60     ,0.410     ,0.0565    ,     10000
     3298,4.032     ,0.20      ,0.243     ,0.0511    ,     10000
     3299,4.032     ,0.79      ,0.166     ,0.0598    ,     10000
     3300,4.032     ,0.79      ,0.089     ,0.0565    ,     10000
     3301,3.603     ,-2.18     ,0.191     ,0.0445    ,     10000
     3302,3.984     ,-1.59     ,0.333     ,0.0434    ,     10000
     3303,4.032     ,1.19      ,0.217     ,0.0445    ,     10000
     3304,4.000     ,0.20      ,0.307     ,0.0380    ,     10000
     3305,3.937     ,0.00      ,0.333     ,0.0630    ,     10000
     3306,4.032     ,-1.39     ,0.089     ,0.0674    ,     10000
     3307,4.032     ,0.60      ,0.359     ,0.0543    ,     10000
     3308,3.841     ,1.79      ,0.153     ,0.0489    ,     10000
     3309,3.873     ,1.98      ,0.269     ,0.0369    ,     10000
     3310,4.000     ,-2.38     ,0.217     ,0.0511    ,     10000
     3311,3.873     ,-0.79     ,0.320     ,0.0163    ,     10000
     3312,3.952     ,-1.19     ,0.037     ,0.0391    ,     10000
     3313,3.952     ,-1.39     ,0.320     ,0.0511    ,     10000
     3314,4.032     ,-1.98     ,0.217     ,0.0521    ,     10000
     3315,3.984     ,-1.59     ,0.269     ,0.0445    ,     10000
     3316,4.032     ,5.16      ,0.410     ,0.0587    ,     10000
     3317,4.032     ,0.79      ,0.423     ,0.0695    ,     10000
     3318,3.778     ,-3.17     ,0.294     ,0.0467    ,     10000
     3319,3.730     ,-0.40     ,0.436     ,0.0293    ,     10000
     3320,3.857     ,1.39      ,0.281     ,0.0456    ,     10000
     3321,4.032     ,-0.40     ,0.436     ,0.0228    ,     10000
     3322,4.032     ,-0.99     ,0.307     ,0.0424    ,     10000
     3323,4.032     ,-0.60     ,0.127     ,0.0369    ,     10000
     3324,3.952     ,2.38      ,0.346     ,0.0598    ,     10000
     3325,4.032     ,2.18      ,0.269     ,0.0445    ,     10000
     3326,3.984     ,-1.98     ,0.371     ,0.0424    ,     10000
     3327,4.032     ,-0.60     ,0.346     ,0.0380    ,     10000
     3328,4.032     ,0.00      ,0.333     ,0.0532    ,     10000
     3329,3.937     ,0.79      ,0.281     ,0.0434    ,     10000
     3330,4.032     ,-1.39     ,0.076     ,0.0685    ,     10000
     3331,4.000     ,-3.17     ,0.217     ,0.0369    ,     10000
     3332,3.952     ,3.97      ,0.217     ,0.0728    ,     10000
     3333,4.032     ,0.60      ,0.307     ,0.0511    ,     10000
     3334,3.921     ,-2.38     ,0.217     ,0.0293    ,     10000
     3335,3.889     ,-3.57     ,0.179     ,0.0293    ,     10000
     3336,3.905     ,-0.60     ,0.037     ,0.0413    ,     10000
     3337,4.032     ,0.20      ,0.436     ,0.0369    ,     10000
     3338,3.698     ,0.00      ,0.204     ,0.0608    ,     10000
     3339,4.032     ,0.79      ,0.101     ,0.0326    ,     10000
     3340,4.032     ,1.39      ,0.410     ,0.0445    ,     10000
     3341,3.968     ,0.60      ,0.346     ,0.0500    ,     10000
     3342,3.952     ,1.19      ,0.281     ,0.0500    ,     10000
     3343,3.937     ,-2.58     ,0.436     ,0.0228    ,     10000
     3344,3.825     ,-1.39     ,0.449     ,0.0206    ,     10000
     3345,4.032     ,-1.19     ,0.307     ,0.0413    ,     10000
     3346,4.032     ,-0.60     ,0.333     ,0.0184    ,     10000
     3347,4.000     ,0.79      ,0.269     ,0.0511    ,     10000
     3348,3.841     ,1.59      ,0.397     ,0.0565    ,     10000
     3349,4.032     ,3.37      ,0.487     ,0.0587    ,     10000
     3350,4.000     ,1.79      ,0.333     ,0.0434    ,     10000
     3351,3.921     ,-3.37     ,0.307     ,0.0282    ,     10000
     3352,4.032     ,-0.20     ,0.230     ,0.0250    ,     10000
     3353,3.857     ,0.00      ,0.294     ,0.0358    ,     10000
     3354,4.032     ,1.39      ,0.217     ,0.0358    ,     10000
     3355,3.794     ,-1.19     ,0.269     ,0.0369    ,     10000
     3356,4.032     ,-0.99     ,0.410     ,0.0598    ,     10000
     3357,4.032     ,0.60      ,0.230     ,0.0489    ,     10000
     3358,4.000     ,2.58      ,0.346     ,0.0554    ,     10000
     3359,3.698     ,0.60      ,0.320     ,0.0337    ,     10000
     3360,3.714     ,-1.19     ,0.320     ,0.0413    ,     10000
     3361,3.762     ,1.19      ,0.397     ,0.0402    ,     10000
     3362,3.762     ,-2.38     ,0.243     ,0.0217    ,     10000
     3363,3.889     ,-2.58     ,0.436     ,0.0532    ,     10000
     3364,3.810     ,3.97      ,0.230     ,0.0565    ,     10000
     3365,4.032     ,0.20      ,0.371     ,0.0663    ,     10000
     3366,4.032     ,0.99      ,0.217     ,0.0380    ,     10000
     3367,3.857     ,0.60      ,0.269     ,0.0456    ,     10000
     3368,3.683     ,0.40      ,0.436     ,0.0304    ,     10000
     3369,3.873     ,-0.79     ,0.256     ,0.0467    ,     10000
     3370,3.921     ,-0.20     ,0.127     ,0.0434    ,     10000
     3371,3.905     ,2.98      ,0.191     ,0.0467    ,     10000
     3372,4.032     ,2.38      ,0.166     ,0.0424    ,     10000
     3373,4.032     ,3.77      ,0.153     ,0.0467    ,     10000
     3374,3.952     ,3.17      ,0.269     ,0.0434    ,     10000
     3375,3.937     ,-1.59     ,0.140     ,0.0380    ,     10000
     3376,3.762     ,-0.20     ,0.371     ,0.0456    ,     10000
     3377,3.889     ,-1.19     ,0.281     ,0.0456    ,     10000
     3378,3.651     ,1.19      ,0.294     ,0.0369    ,     10000
     3379,3.905     ,-2.18     ,0.359     ,0.0293    ,     10000
     3380,3.794     ,-0.20     ,0.397     ,0.0413    ,     10000
     3381,4.032     ,1.19      ,0.333     ,0.0478    ,     10000
     3382,3.937     ,-0.79     ,0.307     ,0.0565    ,     10000
     3383,3.698     ,1.19      ,0.371     ,0.0500    ,     10000
     3384,3.476     ,-3.17     ,0.526     ,0.0456    ,     10000
     3385,3.524     ,-2.58     ,0.217     ,0.0434    ,     10000
     3386,3.841     ,-2.18     ,0.076     ,0.0489    ,     10000
     3387,3.730     ,-0.20     ,0.359     ,0.0380    ,     10000
     3388,3.841     ,3.37      ,0.500     ,0.0467    ,     10000
     3389,3.825     ,-0.40     ,0.307     ,0.0630    ,     10000
     3390,4.032     ,2.38      ,0.384     ,0.0587    ,     10000
     3391,3.841     ,2.58      ,0.140     ,0.0489    ,     10000
     3392,3.413     ,0.20      ,0.397     ,0.0456    ,     10000
     3393,3.873     ,-0.60     ,0.166     ,0.0445    ,     10000
     3394,4.000     ,1.19      ,0.307     ,0.0402    ,     10000
     3395,3.905     ,1.98      ,0.140     ,0.0391    ,     10000
     3396,3.825     ,-0.99     ,0.384     ,0.0565    ,     10000
     3397,3.984     ,0.00      ,0.230     ,0.0532    ,     10000
     3398,3.794     ,0.20      ,0.217     ,0.0619    ,     10000
     3399,3.968     ,0.60      ,0.101     ,0.0587    ,     10000
     3400,3.413     ,-2.38     ,0.217     ,0.0445    ,     10000
     3401,3.762     ,-0.99     ,0.320     ,0.0467    ,     10000
     3402,3.825     ,0.79      ,0.217     ,0.0478    ,     10000
     3403,3.778     ,0.20      ,0.294     ,0.0413    ,     10000
     3404,3.746     ,0.20      ,0.371     ,0.0652    ,     10000
     3405,4.000     ,-1.59     ,0.101     ,0.0685    ,     10000
     3406,3.984     ,0.79      ,0.359     ,0.0576    ,     10000
     3407,3.651     ,2.18      ,0.179     ,0.0500    ,     10000
     3408,3.651     ,1.59      ,0.269     ,0.0358    ,     10000
     3409,3.810     ,-2.38     ,0.217     ,0.0532    ,     10000
     3410,3.683     ,-0.79     ,0.346     ,0.0184    ,     10000
     3411,3.778     ,-1.19     ,0.063     ,0.0413    ,     10000
     3412,3.762     ,-1.79     ,0.346     ,0.0521    ,     10000
     3413,3.921     ,-1.59     ,0.204     ,0.0554    ,     10000
     3414,3.825     ,-1.79     ,0.281     ,0.0456    ,     10000
     3415,3.952     ,5.16      ,0.397     ,0.0608    ,     10000
     3416,3.952     ,0.60      ,0.449     ,0.0695    ,     10000
     3417,3.619     ,-2.98     ,0.307     ,0.0478    ,     10000
     3418,3.571     ,-0.40     ,0.436     ,0.0293    ,     10000
     3419,3.714     ,1.39      ,0.281     ,0.0500    ,     10000
     3420,3.921     ,-0.60     ,0.436     ,0.0260    ,     10000
     3421,4.000     ,-0.60     ,0.307     ,0.0467    ,     10000
     3422,3.937     ,-0.79     ,0.153     ,0.0402    ,     10000
     3423,3.794     ,2.58      ,0.346     ,0.0641    ,     10000
     3424,4.032     ,1.98      ,0.256     ,0.0456    ,     10000
     3425,3.810     ,-1.98     ,0.371     ,0.0434    ,     10000
     3426,3.873     ,-0.79     ,0.346     ,0.0391    ,     10000
     3427,3.841     ,0.20      ,0.346     ,0.0543    ,     10000
     3428,3.746     ,0.79      ,0.294     ,0.0434    ,     10000
     3429,3.937     ,-1.39     ,0.076     ,0.0706    ,     10000
     3430,3.889     ,-2.98     ,0.243     ,0.0391    ,     10000
     3431,3.810     ,3.97      ,0.269     ,0.0750    ,     10000
     3432,3.968     ,0.60      ,0.320     ,0.0532    ,     10000
     3433,3.746     ,-2.58     ,0.230     ,0.0315    ,     10000
     3434,3.746     ,-3.57     ,0.204     ,0.0304    ,     10000
     3435,3.714     ,-0.79     ,0.076     ,0.0413    ,     10000
     3436,3.937     ,0.20      ,0.449     ,0.0369    ,     10000
     3437,3.540     ,0.20      ,0.230     ,0.0619    ,     10000
     3438,4.032     ,0.79      ,0.127     ,0.0337    ,     10000
     3439,4.032     ,1.39      ,0.410     ,0.0467    ,     10000
     3440,3.841     ,0.40      ,0.397     ,0.0511    ,     10000
     3441,3.778     ,0.99      ,0.294     ,0.0532    ,     10000
     3442,3.857     ,-2.58     ,0.410     ,0.0217    ,     10000
     3443,3.762     ,-1.39     ,0.436     ,0.0217    ,     10000
     3444,4.032     ,-1.19     ,0.307     ,0.0402    ,     10000
     3445,4.032     ,-0.60     ,0.333     ,0.0173    ,     10000
     3446,3.952     ,0.99      ,0.243     ,0.0500    ,     10000
     3447,3.762     ,1.59      ,0.384     ,0.0543    ,     10000
     3448,4.032     ,3.37      ,0.461     ,0.0587    ,     10000
     3449,3.968     ,1.79      ,0.294     ,0.0445    ,     10000
     3450,3.889     ,-3.37     ,0.294     ,0.0304    ,     10000
     3451,3.984     ,-0.40     ,0.217     ,0.0239    ,     10000
     3452,3.825     ,0.00      ,0.294     ,0.0347    ,     10000
     3453,4.032     ,1.19      ,0.191     ,0.0347    ,     10000
     3454,3.825     ,-0.79     ,0.256     ,0.0358    ,     10000
     3455,4.032     ,-1.39     ,0.397     ,0.0576    ,     10000
     3456,4.032     ,0.40      ,0.204     ,0.0478    ,     10000
     3457,4.000     ,2.58      ,0.346     ,0.0565    ,     10000
     3458,3.714     ,0.60      ,0.281     ,0.0347    ,     10000
     3459,3.746     ,-0.99     ,0.320     ,0.0424    ,     10000
     3460,3.794     ,1.19      ,0.397     ,0.0413    ,     10000
     3461,3.778     ,-2.38     ,0.230     ,0.0239    ,     10000
     3462,3.921     ,-2.58     ,0.423     ,0.0532    ,     10000
     3463,3.825     ,3.97      ,0.217     ,0.0565    ,     10000
     3464,4.032     ,0.40      ,0.384     ,0.0663    ,     10000
     3465,4.032     ,0.99      ,0.191     ,0.0358    ,     10000
     3466,3.873     ,0.79      ,0.243     ,0.0456    ,     10000
     3467,3.683     ,0.79      ,0.449     ,0.0326    ,     10000
     3468,3.889     ,-0.60     ,0.243     ,0.0478    ,     10000
     3469,3.952     ,-0.40     ,0.127     ,0.0424    ,     10000
     3470,3.984     ,2.78      ,0.191     ,0.0467    ,     10000
     3471,4.032     ,2.38      ,0.166     ,0.0434    ,     10000
     3472,4.032     ,3.97      ,0.127     ,0.0456    ,     10000
     3473,4.032     ,2.98      ,0.243     ,0.0424    ,     10000
     3474,4.032     ,-1.39     ,0.127     ,0.0369    ,     10000
     3475,3.857     ,0.00      ,0.359     ,0.0456    ,     10000
     3476,4.000     ,-0.99     ,0.281     ,0.0434    ,     10000
     3477,3.746     ,0.99      ,0.281     ,0.0358    ,     10000
     3478,4.032     ,-1.98     ,0.346     ,0.0282    ,     10000
     3479,3.841     ,0.20      ,0.384     ,0.0402    ,     10000
     3480,4.032     ,0.99      ,0.333     ,0.0445    ,     10000
     3481,4.032     ,-0.79     ,0.294     ,0.0543    ,     10000
     3482,3.810     ,1.19      ,0.371     ,0.0489    ,     10000
     3483,3.603     ,-2.78     ,0.500     ,0.0456    ,     10000
     3484,3.651     ,-2.38     ,0.204     ,0.0424    ,     10000
     3485,4.000     ,-1.79     ,0.076     ,0.0478    ,     10000
     3486,3.921     ,-0.20     ,0.359     ,0.0391    ,     10000
     3487,4.032     ,3.57      ,0.500     ,0.0456    ,     10000
     3488,4.032     ,-0.20     ,0.281     ,0.0608    ,     10000
     3489,4.032     ,2.58      ,0.371     ,0.0565    ,     10000
     3490,4.032     ,2.58      ,0.153     ,0.0500    ,     10000
     3491,3.619     ,0.20      ,0.397     ,0.0434    ,     10000
     3492,4.032     ,-0.79     ,0.127     ,0.0402    ,     10000
     3493,4.032     ,1.39      ,0.281     ,0.0402    ,     10000
     3494,4.032     ,1.98      ,0.114     ,0.0369    ,     10000
     3495,4.032     ,-0.60     ,0.397     ,0.0565    ,     10000
     3496,4.032     ,0.00      ,0.230     ,0.0511    ,     10000
     3497,3.968     ,0.79      ,0.166     ,0.0608    ,     10000
     3498,4.032     ,0.60      ,0.089     ,0.0587    ,     10000
